seed,status,exit_code,out_dir,expr_val_pearson,expr_test_pearson,test_accuracy,test_f1_macro,test_f1_weighted,cls_val_f1,train_size,val_size,test_size
0,ok,0,/workspace/MOSAIC/results/seed_sweep/mosaic_k6_seed0,0.2762451731150308,0.2223281795473473,0.6348195329087049,0.5484901180739526,0.6299462836001827,0.6367256816465131,223781,28941,20253
