train_image,val_image,test_image,val_fraction,test_fraction,train_size,val_size,test_size,seed,k_neighbors,aggregation_mode,use_graph,log1p_normalize,marker_weighted_loss,expr_val_pearson,expr_test_pearson,gene_select_method,gene_select_n,gene_selected_count,cls_val_f1,test_accuracy,test_f1_macro,test_f1_weighted
UC6,UC7,UC1,0.2,0.1,223781,28941,20253,20,6,attention,False,False,True,0.27272177152007976,0.2241195515360884,none,200,460,0.6271341741363873,0.6243519478595764,0.5447773001233517,0.6150380833770338
