train_image,val_image,test_image,val_fraction,test_fraction,train_size,val_size,test_size,seed,k_neighbors,aggregation_mode,use_graph,log1p_normalize,marker_weighted_loss,expr_val_pearson,expr_test_pearson,gene_select_method,gene_select_n,gene_selected_count,cls_val_f1,test_accuracy,test_f1_macro,test_f1_weighted
UC6,UC7,UC1,0.2,0.1,223781,28941,20253,42,0,attention,False,False,True,0.2668597787907013,0.2119034082457623,none,200,460,0.6184354329908801,0.6048486643953982,0.5153119227556665,0.599465416051617
