gene_idx,pcc,spearman,mae,rmse
0,0.4500163843095023,0.42005557640978386,0.768185,0.91629416
1,0.17868900157831566,0.16769360585934381,0.40392995,0.9725071
2,0.7450818618510731,0.6216857934877807,0.5106817,0.7877063
3,0.4044327809550905,0.37785918714414973,0.5622639,0.9574146
4,0.25080664069757025,0.17234993781147814,0.298032,1.0178189
5,0.27323029086523914,0.2451923737889158,0.692217,0.9767139
6,0.3882348944979172,0.3474186883474047,0.58136594,0.9173606
7,0.16119858358768954,0.12802319664841286,0.2510531,0.9893996
8,0.22724846247528013,0.24594680061549998,0.8323843,1.0032501
9,0.3993632494265572,0.2800980845594012,0.5263155,0.9551192
10,-0.00018450656286965223,-0.002524250322071038,0.06942584,1.1940821
11,0.27669517089239143,0.23272310913961103,0.5713016,0.9616758
12,0.1596479782930989,0.05710958524343719,0.09564237,0.8976397
13,0.10340161532297464,0.11239401968563419,0.53022283,1.0102994
14,0.03796420083535181,0.05379095351194606,0.28974417,0.99480534
15,0.21123201240623188,0.21894965099710906,0.57532495,0.98472995
16,0.2189176453030522,0.16946944339379677,0.25658274,0.9933118
17,0.03943899364827928,0.03594581612842661,0.113983646,1.0707909
18,0.40438887249790395,0.17152845670888198,0.21701193,0.94361115
19,0.19286443644841034,0.12883619719298095,0.22495477,0.9836303
20,0.3448757291304535,0.33729041391766235,0.57880104,0.95655406
21,0.19492783042652165,0.1006264956108473,0.17335916,0.99195725
22,0.2699876645858816,0.23627207144602877,0.59262365,0.98327106
23,0.13165018948651405,0.1362591291245337,0.43165568,1.0158415
24,0.3135009149883264,0.2123617557123591,0.57828236,0.9547806
25,0.4253039496014428,0.3116229455918115,0.44163793,0.90859246
26,0.0019382045392957092,0.010944529446140374,0.13055469,0.90365964
27,0.4883058808204084,0.23367849329462434,0.22985409,0.8922763
28,0.2284384180748233,0.10945268252663116,0.21444508,1.0036937
29,0.049234711221320414,0.018910113405502006,0.07145562,1.0709419
30,0.17816664959705633,0.16382931802004985,0.4194748,0.9899439
31,0.04988464212116966,0.03873784559852729,0.14950585,0.98836774
32,0.014590957903711172,0.021965661121840143,0.10471483,1.1320578
33,0.027078007732836907,0.040462610803817786,0.14078274,1.0600383
34,0.3501462405859344,0.3298608417881906,0.66708016,0.99116945
35,0.24352794629963803,0.23333682668535008,0.57277226,0.9547386
36,0.018657717156346808,0.015394956847292272,0.041976884,0.66953176
37,0.052968507889982294,0.029172734025542484,0.055233594,0.91931665
38,0.19300296932956243,0.13186321248763946,0.35808754,0.9776409
39,0.05308422571577244,0.08145021825638211,0.24443704,0.985055
40,0.12149027408554025,0.11184930020496066,0.25940666,1.0078951
41,0.14617306218796672,0.13942172914098488,0.711409,0.99913126
42,0.15118201432015907,0.11432889385793295,0.2721523,1.008909
43,0.00833464792481074,-2.4657771797035215e-05,0.10254792,1.0475272
44,0.05029021116228439,0.05313947324220989,0.13506919,0.9982294
45,0.05548162345621868,0.053541143559849916,0.1148336,0.95300865
46,0.09112206547180246,0.09931947443143548,0.26627275,1.0015427
47,0.16209353308311372,0.16417298278793455,0.38956082,0.98389983
48,0.34848798828575783,0.28372872480395406,0.41184938,0.92889345
49,0.024930755623569133,0.01619745908918849,0.21505408,0.9514506
50,0.07837716933376652,0.08371862740833343,0.30585393,0.9986078
51,0.2256892936957855,0.13044270317002155,0.24277097,0.94244033
52,0.23532988665201326,0.2520270892775026,0.5883881,0.9610474
53,0.29234478281322007,0.2724515654663334,0.4997937,0.95193434
54,0.04454756854732206,0.026861789963372566,0.07690348,0.9241435
55,0.23280455767179498,0.1827251059434279,0.2218995,1.0026748
56,0.2398943289177711,0.20829864870989453,0.3620404,0.98946595
57,0.06156406202024663,0.061057888984855806,0.15889953,0.97234553
58,0.2512609991418439,0.16808489832927986,0.26134127,1.0331897
59,0.033891065774367075,0.03833017315704285,0.078547865,0.9199075
60,0.32216225199605586,0.31390363320512005,0.7459876,0.9991812
61,0.18799094339442615,0.13621983860948264,0.357817,1.0351685
62,0.2009330227283072,0.1663461934428745,0.24893908,1.0172428
63,0.01742534810631599,0.03211682478939981,0.12092976,1.1254746
64,0.32631809317443655,0.26771361752240436,0.3032941,0.91759294
65,0.19095732742154456,0.18792010194382394,0.49890777,0.99733955
66,0.1768984368481536,0.1148866070427089,0.21754247,1.0039831
67,0.41281058513229907,0.32211086516446674,0.34042922,0.91729635
68,0.36605434851337465,0.3365385313602337,0.40732458,0.96531564
69,0.18860392589362718,0.17374167655772926,0.42590892,0.9967261
70,0.2044041838774628,0.17039842513926856,0.37799352,0.95809555
71,0.5339251102586795,0.47537050741011533,0.5685183,0.8477989
72,0.3978182862005374,0.3185209936528424,0.33361992,0.9185145
73,0.42311204361224736,0.3376806140766124,0.32734337,0.92423284
74,0.15052126471841318,0.1701338827680653,0.40502098,0.9755665
75,0.18236735995305647,0.14493748055206437,0.19115728,0.9836548
76,0.2647243308533655,0.2145802192647433,0.2574414,0.9865355
77,0.2339038822067236,0.2794058516511083,0.7666793,0.99204254
78,0.3130726597451345,0.2390675282954934,0.27242297,0.9412846
79,0.25641399034931994,0.23938185881106533,0.5602288,0.97586745
80,0.3869178083570127,0.3262566445923319,0.38146722,0.9183189
81,0.023512025591249246,0.026920886554102127,0.077827245,0.9206204
82,0.453653835110635,0.40359393977297475,0.44328725,0.9001773
83,0.08852076778320585,0.0840439855421485,0.20976725,1.0040573
84,0.11587092857083213,0.12582328691081665,0.3237756,1.0132649
85,0.3313590253747589,0.24784513791772694,0.32577324,0.9307496
86,0.22152070621750372,0.17673265354297926,0.23319216,1.0129983
87,0.2449240389260584,0.25768337803204777,0.5848075,0.97897553
88,0.20389416615239844,0.1303109694493737,0.21734008,0.9421076
89,0.4088808384209446,0.1616546774982165,0.22632961,0.999704
90,0.41679236844034523,0.17055740493949448,0.22346392,0.8960097
91,0.18303450003431168,0.13394139494380305,0.23212883,0.99330765
92,0.06097971517633638,0.050431936609942836,0.15142584,0.9869123
93,0.10984794178671724,0.07722380536859136,0.19750708,1.0116351
94,0.5141216318143631,0.30106504739704026,0.3156585,0.8754023
95,0.1349033133458618,0.022565451915875664,0.16324162,0.94022
96,0.3315533643009565,0.32969959704009383,0.70188344,0.94318926
97,0.20028143411104848,0.1784627215706873,0.5143492,1.069957
98,0.23300200998659554,0.12446114006702332,0.20375425,0.9558138
99,0.498760516440653,0.20399138121579036,0.1699308,0.9003629
100,0.016128714470657318,0.0031925190467968294,0.03635097,0.89125115
101,0.09563579344878724,0.04077549511121941,0.10414169,1.0270858
102,0.09333295074933402,0.06942525172988818,0.29347828,1.0674134
103,0.005862626695623211,0.003590533414916538,0.064950585,0.99493045
104,0.3254665860206345,0.12944698867642634,0.20975311,0.9406701
105,0.2638747256132803,0.21637795077179314,0.5115268,0.9841434
106,0.04883181310132212,0.035971402560861204,0.13082945,1.1372415
107,0.17754335912923283,0.13220285526384407,0.23455688,0.9930005
108,0.10896434835370278,0.14387050683963684,0.4185626,1.003988
109,0.2390817803061379,0.20088119964343656,0.5247687,1.0005265
110,0.44966186402768665,0.44481864052949105,0.76001173,0.9759287
111,0.36351724382461664,0.3241481586366589,0.75169647,0.96172774
112,0.2779845013199593,0.30200939176321523,0.44074905,0.9532007
113,0.11367732386842408,0.05866252524055341,0.14630269,1.0488424
114,0.09033289045556331,0.08135698887666665,0.14244038,1.0425818
115,0.21768081091594413,0.19662396282279573,0.47633466,1.0420688
116,0.1678925581677966,0.11073630683309137,0.2824115,1.0209283
117,0.23596834249463317,0.28678131615535124,0.48796466,0.9785368
118,0.09197942915348795,0.07954668980597032,0.22580247,0.9348225
119,0.28857635060671344,0.2371806759649954,0.31462547,0.98434955
120,0.2872468823379391,0.260396294223187,0.56635994,0.98486036
121,0.05129306195211944,0.08331881422932862,0.4378791,1.0051003
122,0.05226354943400569,0.0533755616340601,0.21285868,0.9849631
123,0.34107817257412576,0.2981426711014746,0.61464125,0.94987047
124,0.10539678506215236,0.04841646519596434,0.19228403,1.0249376
125,0.3848281258195545,0.27880094102920744,0.5290395,0.9412348
126,0.48394590138448834,0.2585174870197499,0.363527,0.87229586
127,0.11512328123198408,0.09395204728655755,0.21439865,0.99374104
128,0.16427349135370753,0.16188872754053,0.35387373,0.9814057
129,0.2785555113371538,0.19776513909301519,0.34465784,0.9467137
130,0.2428191580447536,0.18935235929154626,0.34867868,0.96780777
131,0.052115076815762905,0.06164400566886309,0.11834012,1.0057318
132,0.4125153859140135,0.4098148270368715,0.55927527,0.93241256
133,0.12148918051323128,0.08911831371022493,0.13598196,1.095972
134,0.3298966042490915,0.25407833181431533,0.3782738,0.9315166
135,0.2292314564205177,0.23441466440466893,0.594358,0.98373264
136,0.3957954921814742,0.31991201367708993,0.58819777,0.93405914
137,0.1720121454225811,0.07243830000931083,0.15491876,1.0393819
138,0.31160924730849016,0.22063189485625767,0.33679977,0.9573071
139,0.8166064947451173,0.6826062541035585,0.5263496,0.79107386
140,0.6172436815346953,0.30054908606141356,0.28412303,0.8560836
141,0.14523159048036793,0.10714306962342898,0.29370055,1.0010972
142,0.14350115510725986,0.16510861589374026,0.47288653,0.9863075
143,0.3749499612346397,0.24405232268959764,0.37347123,0.9282811
144,0.5998182624829875,0.2816965768516599,0.29617286,0.8121107
145,0.5079727757556115,0.23740813963078608,0.22487672,0.837751
146,0.03914319326995588,0.05320998038204812,0.12230563,0.9939288
147,0.016686894682083255,0.017283902593879432,0.067794405,0.704877
148,0.17022735219513258,0.17368226531504397,0.7528887,1.0073934
149,0.101205423086023,0.13695011328732895,0.7183935,0.99555033
150,0.6942384061003796,0.35003812283929703,0.29864573,0.783313
151,0.08491561574499712,0.0984497580056542,0.36201483,0.99102175
152,0.42728361234088513,0.3716942270210401,0.49316287,0.9226638
153,0.16922715027095678,0.09167588569497044,0.2186259,1.0275074
154,0.2536620550358356,0.19794933241891335,0.48664165,0.9848496
155,0.2819251560753764,0.1703870796776963,0.27851775,0.9636061
156,0.032266761392321645,0.028168746265627334,0.15245478,0.9707879
157,0.3973546403052899,0.4385330491087562,0.7870796,0.9391168
158,0.09982680883883538,0.07567316778484674,0.14960733,1.0057546
159,0.17136168883894093,0.1994477409697347,0.5763868,0.98897517
160,0.18548832834528695,0.16044694107448276,0.40443093,0.97240126
161,0.26104092492356323,0.21053867878489818,0.47522464,0.96246076
162,0.03624062389046267,0.039637881083136574,0.09332382,0.9792538
163,0.2011854361136119,0.08085053260161447,0.11554174,0.96081644
164,0.17520792213053674,0.10695009098260481,0.22765975,0.9771738
165,0.17424439563459032,0.15850061003759652,0.3456672,1.0220606
166,0.051246948253284574,0.0849689133644084,0.6587448,1.07624
167,0.0574634743234349,0.06242762059239679,0.12789725,1.0295004
168,0.10319602049278419,0.04744321879308239,0.24564855,0.9992812
169,0.17477338986548185,0.14852844585837235,0.4403672,1.0137389
170,0.18863618267927781,0.1477812476624346,0.17588067,0.9457479
171,0.491367845709316,0.4332288490260054,0.55719256,0.8870037
172,0.012056483926485123,0.012387313619697918,0.053524766,1.0633126
173,0.1861137194445767,0.10971922815668438,0.19141729,0.9892001
174,0.17927412575569818,0.17836981851039574,0.35663366,1.003413
175,0.08184536878805695,0.0801732845977415,0.20981771,1.0004495
176,0.3497206613592796,0.1556639959107317,0.28612533,0.98860425
177,0.13084826403506442,0.14468161521311218,0.544868,0.98566496
178,0.1594877171430965,0.08878188891966524,0.1794928,1.026444
179,0.0745168020969819,0.031041961551592976,0.06672503,1.1730459
180,0.3366096906298936,0.2828062555854492,0.41305318,0.9332182
181,0.18642686392287502,0.157778744022521,0.29343218,0.9927567
182,0.13695202636061085,0.1389015635926437,0.25308272,1.0252818
183,0.1951268954821858,0.15203041111111762,0.18855321,0.9311233
184,0.087298183203785,0.07418416182304675,0.22587146,0.99659723
185,0.23001690955170292,0.23621996090071803,0.5386892,0.9717057
186,0.11373320764280963,0.09377760325810347,0.1816683,0.9981517
187,0.07310204431421859,0.040335616931384766,0.3580508,1.0542214
188,0.30589482346235447,0.11509331268398619,0.15163088,0.9918944
189,0.11103713990561653,0.07197955045245759,0.18232001,0.9933387
190,0.359864202617773,0.16983337296845835,0.19493759,0.9388848
191,0.017984651115416965,0.01688012866008954,0.06808579,0.7547556
192,0.2666367491601902,0.24802861571261553,0.599923,0.9775696
193,0.30389694159547304,0.29095037901993426,0.6695916,0.9764115
194,0.30446939729305045,0.2926315347066892,0.67433053,0.9673
195,0.1821144285161081,0.17256089882117567,0.7812059,0.9832416
196,0.5505608079335456,0.25791408627327345,0.2097251,0.89035845
197,0.0936551114747592,0.10135019910156501,0.37615496,1.0221947
198,0.1442665372283348,0.10112126245082564,0.18367308,0.96233827
199,0.20697208515741733,0.21252524358398428,0.38984615,0.9896015
200,0.19569117644115477,0.15298373101986246,0.19733986,0.9533006
201,0.1042658324907273,0.10272758549929298,0.7208527,1.0089376
202,0.17671464464771497,0.1517177430118004,0.4438753,0.99433327
203,0.16808554496611233,0.1458171356247073,0.3519518,1.0372722
204,0.06195714106399688,0.07796807016009935,0.39486814,0.9654532
205,0.08655453780768473,0.08126886714795163,0.15526275,1.0032705
206,0.28234383768491395,0.29644306935025616,0.7767537,0.96115893
207,0.1082203901886501,0.15209945116739276,0.7134125,0.9948676
208,0.11092479269174609,0.09936974694050506,0.2787048,1.0029972
209,0.19338043779789515,0.15029920034006308,0.23467627,0.9577929
210,0.4129901173563603,0.4271553906442249,0.63486403,0.9346641
211,0.46464977934132756,0.3960131326716766,0.5265137,0.99880916
212,0.4468436509052893,0.3940701740269621,0.52516305,0.9670103
213,0.3457669502651227,0.37127358504578717,0.6441758,0.9806398
214,0.4202223463113901,0.3777635791203839,0.4471598,0.9022415
215,0.4416100154998955,0.431416737171239,0.4978813,0.91162527
216,0.4443546916004861,0.4224193222254574,0.44907206,0.92123383
217,0.11167680576460891,0.09626556246059169,0.27699944,1.0272598
218,0.3011149306384408,0.3293067825292485,0.5994775,0.95303315
219,0.10453063790029465,0.15399774476955144,0.6451092,0.9802386
220,0.12735861361041778,0.0807018954410326,0.16846968,0.99629843
221,0.0796413698274703,0.09320730885364799,0.35661823,1.0067586
222,0.026593683051422026,0.04000724158375615,0.13166331,0.86041635
223,-0.001818114700569726,-0.00044403770135966494,0.07311979,1.0956471
224,0.0831387770845543,0.08869635620494354,0.18306786,0.9913727
225,0.11184637696710686,0.1063902168860612,0.22721052,1.0319779
226,0.060556400583470206,0.07154533687264618,0.29030353,0.9466777
227,0.0294122354247444,0.018477707234311122,0.10695113,1.0530231
228,0.19001362630002455,0.16786994309038578,0.40404773,0.9689039
229,0.20816791447035188,0.1972436634697496,0.42873436,1.0129988
230,0.029681305421534656,0.020604792681431883,0.10026893,0.9573871
231,0.3084775541700213,0.22489553606759227,0.33333805,0.95978856
232,0.2687944021429886,0.3287984878879508,0.5771065,0.97487074
233,0.3655744513455257,0.33906130596056927,0.5147814,0.92840075
234,0.2289407943394791,0.18188635523539065,0.74717325,0.98048884
235,0.40751826584086825,0.3509992414636081,0.5703121,0.92526287
236,0.13999511271043788,0.11234632870872775,0.2935461,0.9716682
237,0.11372193588902407,0.078115441221501,0.27227145,1.0221349
238,0.05205400267053644,0.05193019266233733,0.13196474,0.9704759
239,0.0519606085507217,0.04577613977400289,0.11464212,0.9524961
240,0.19835585833788624,0.19572061948783323,0.3083456,0.9993561
241,0.18636725123405876,0.08063865341325181,0.1060044,0.916242
242,0.02968470371795735,0.05268362165065776,0.16211353,1.0330447
243,0.06342542733395837,0.06670532990895779,0.1372289,1.0224285
244,0.09058349550882425,0.10384406094301005,0.24726593,1.0262096
245,0.12629617051551478,0.13223325350032808,0.3357226,0.9709712
246,0.27289865954466697,0.23737978639056212,0.31008962,0.964296
247,0.379818084685143,0.39775583378303286,0.5279927,0.9420968
248,0.27397979046054083,0.27171848583994523,0.556221,0.9636396
249,0.02365946256921444,0.04205551833832626,0.35494268,1.0296668
250,0.015036380920865003,0.011334650598015972,0.067460254,0.9333658
251,0.095525799068727,0.08569126628205259,0.2053688,1.05209
252,0.18486203130176188,0.14034391347845368,0.41663706,0.9989761
253,0.10156878565315336,0.10072779101982185,0.3014122,1.0225384
254,0.2301779088655316,0.20626998937195012,0.75979847,0.9686344
255,0.46937425441956815,0.361271829330008,0.37929726,0.90781397
256,-0.0022967402915583467,0.001298211758959207,0.050895154,0.7008101
257,0.14415189011825122,0.16725420465814375,0.6479204,0.9930244
258,0.21285707690552136,0.23003321033012436,0.49361265,1.0015222
259,0.079871019056054,0.08510902092624437,0.34802863,1.0065703
260,0.3777917829661128,0.3332921505828254,0.56192815,0.94616073
261,0.4498555152866366,0.38918646107263527,0.5648094,0.89547145
262,0.008983036771545964,0.008405984254893454,0.07213511,1.2496257
263,0.4119962730781565,0.35647042375602617,0.6388333,0.9174286
264,0.002563599391018015,0.0012931154537217393,0.21337293,1.0019174
265,0.31747681759366647,0.294877408364143,0.5209037,0.94661725
266,0.3620886192842178,0.18081049336454455,0.17711753,0.981166
267,0.31384295234447174,0.2598270218272861,0.34531274,0.9371231
268,0.24613373491087376,0.21150281963331144,0.3269842,0.9806208
269,0.24165766175038317,0.1942782633424791,0.30886877,0.93916607
270,0.00033613889313884726,0.001317583937273481,0.07431666,1.2706887
271,0.6612490864642585,0.3383963759425589,0.24583882,0.77415335
